"","id","latitude","longitude","date","prcp","tavg","tmax","tmin"
"104","RSM00028900",NA,NA,1936-04-12,0,2,29,-23
"105","RSM00028900",NA,NA,1936-04-13,0,20,73,-25
"106","RSM00028900",NA,NA,1936-04-14,0,34,90,-14
"107","RSM00028900",NA,NA,1936-04-15,0,22,55,-3
"108","RSM00028900",NA,NA,1936-04-16,0,52,102,20
"109","RSM00028900",NA,NA,1936-04-17,0,56,114,12
"110","RSM00028900",NA,NA,1936-04-18,0,59,115,11
"111","RSM00028900",NA,NA,1936-04-19,0,72,128,19
"112","RSM00028900",NA,NA,1936-04-20,4,69,120,28
"113","RSM00028900",NA,NA,1936-04-21,10,72,91,50
"114","RSM00028900",NA,NA,1936-04-22,0,82,121,57
"115","RSM00028900",NA,NA,1936-04-23,0,76,104,48
"116","RSM00028900",NA,NA,1936-04-24,0,83,145,27
"117","RSM00028900",NA,NA,1936-04-25,0,123,182,63
"118","RSM00028900",NA,NA,1936-04-26,0,130,178,70
"119","RSM00028900",NA,NA,1936-04-27,0,133,192,77
"120","RSM00028900",NA,NA,1936-04-28,0,135,205,77
"121","RSM00028900",NA,NA,1936-04-29,0,94,157,27
"122","RSM00028900",NA,NA,1936-04-30,0,92,147,15
"123","RSM00028900",NA,NA,1936-05-01,0,128,188,64
"124","RSM00028900",NA,NA,1936-05-02,0,136,206,56
"125","RSM00028900",NA,NA,1936-05-03,9,124,192,63
"126","RSM00028900",NA,NA,1936-05-04,4,120,184,60
"127","RSM00028900",NA,NA,1936-05-05,74,82,134,63
"128","RSM00028900",NA,NA,1936-05-06,0,58,97,34
"129","RSM00028900",NA,NA,1936-05-07,0,48,79,3
"130","RSM00028900",NA,NA,1936-05-08,0,88,160,22
"131","RSM00028900",NA,NA,1936-05-09,0,117,184,47
"132","RSM00028900",NA,NA,1936-05-10,0,140,208,72
"133","RSM00028900",NA,NA,1936-05-11,2,144,184,102
"134","RSM00028900",NA,NA,1936-05-12,0,146,196,72
"135","RSM00028900",NA,NA,1936-05-13,0,151,206,92
"136","RSM00028900",NA,NA,1936-05-14,0,169,220,105
"137","RSM00028900",NA,NA,1936-05-15,0,99,198,20
"138","RSM00028900",NA,NA,1936-05-16,0,24,51,-13
"139","RSM00028900",NA,NA,1936-05-17,0,59,123,-19
"140","RSM00028900",NA,NA,1936-05-18,0,114,173,42
"141","RSM00028900",NA,NA,1936-05-19,1,110,175,58
"142","RSM00028900",NA,NA,1936-05-20,0,71,126,6
"143","RSM00028900",NA,NA,1936-05-21,6,115,200,27
"144","RSM00028900",NA,NA,1936-05-22,11,159,212,105
"145","RSM00028900",NA,NA,1936-05-23,10,133,200,102
"146","RSM00028900",NA,NA,1936-05-24,17,131,173,99
"147","RSM00028900",NA,NA,1936-05-25,53,132,201,81
"148","RSM00028900",NA,NA,1936-05-26,0,132,174,55
"149","RSM00028900",NA,NA,1936-05-27,0,161,218,85
"150","RSM00028900",NA,NA,1936-05-28,0,189,245,95
"151","RSM00028900",NA,NA,1936-05-29,0,206,274,122
"152","RSM00028900",NA,NA,1936-05-30,0,228,296,132
"153","RSM00028900",NA,NA,1936-05-31,0,252,326,167
"154","RSM00028900",NA,NA,1936-06-01,0,256,320,186
"155","RSM00028900",NA,NA,1936-06-02,0,266,336,211
"156","RSM00028900",NA,NA,1936-06-03,0,265,341,193
"157","RSM00028900",NA,NA,1936-06-04,10,251,330,203
"158","RSM00028900",NA,NA,1936-06-05,12,262,342,191
"159","RSM00028900",NA,NA,1936-06-06,0,244,322,187
"160","RSM00028900",NA,NA,1936-06-07,0,262,320,193
"161","RSM00028900",NA,NA,1936-06-08,0,245,293,201
"162","RSM00028900",NA,NA,1936-06-09,0,198,260,155
"163","RSM00028900",NA,NA,1936-06-10,0,170,232,92
"164","RSM00028900",NA,NA,1936-06-11,7,201,275,125
"165","RSM00028900",NA,NA,1936-06-12,0,214,275,137
"166","RSM00028900",NA,NA,1936-06-13,0,240,290,159
"167","RSM00028900",NA,NA,1936-06-14,0,248,307,177
"168","RSM00028900",NA,NA,1936-06-15,0,253,313,177
"169","RSM00028900",NA,NA,1936-06-16,9,238,314,173
"170","RSM00028900",NA,NA,1936-06-17,0,211,262,147
"171","RSM00028900",NA,NA,1936-06-18,0,178,240,106
"172","RSM00028900",NA,NA,1936-06-19,0,200,262,117
"173","RSM00028900",NA,NA,1936-06-20,0,224,299,142
"174","RSM00028900",NA,NA,1936-06-21,34,210,296,161
"175","RSM00028900",NA,NA,1936-06-22,0,174,223,123
"176","RSM00028900",NA,NA,1936-06-23,8,218,323,134
"177","RSM00028900",NA,NA,1936-06-24,0,265,333,180
"178","RSM00028900",NA,NA,1936-06-25,0,267,316,209
"179","RSM00028900",NA,NA,1936-06-26,0,270,313,201
"180","RSM00028900",NA,NA,1936-06-27,0,235,289,187
"181","RSM00028900",NA,NA,1936-06-28,0,220,278,139
"182","RSM00028900",NA,NA,1936-06-29,0,233,293,169
"183","RSM00028900",NA,NA,1936-06-30,0,174,230,118
"184","RSM00028900",NA,NA,1936-07-01,66,164,242,99
"185","RSM00028900",NA,NA,1936-07-02,0,168,214,103
"186","RSM00028900",NA,NA,1936-07-03,4,172,240,108
"187","RSM00028900",NA,NA,1936-07-04,0,200,255,117
"188","RSM00028900",NA,NA,1936-07-05,0,222,297,136
"189","RSM00028900",NA,NA,1936-07-06,5,236,324,167
"190","RSM00028900",NA,NA,1936-07-07,0,256,319,187
"191","RSM00028900",NA,NA,1936-07-08,29,273,342,215
"192","RSM00028900",NA,NA,1936-07-09,547,214,291,185
"193","RSM00028900",NA,NA,1936-07-10,225,186,230,174
"194","RSM00028900",NA,NA,1936-07-11,102,160,190,144
"195","RSM00028900",NA,NA,1936-07-12,0,209,278,155
"196","RSM00028900",NA,NA,1936-07-13,0,236,281,191
"197","RSM00028900",NA,NA,1936-07-14,0,234,290,191
"198","RSM00028900",NA,NA,1936-07-15,0,256,304,196
"199","RSM00028900",NA,NA,1936-07-16,0,278,332,206
"200","RSM00028900",NA,NA,1936-07-17,10,289,346,218
"201","RSM00028900",NA,NA,1936-07-18,40,257,316,211
"202","RSM00028900",NA,NA,1936-07-19,0,202,252,152
"203","RSM00028900",NA,NA,1936-07-20,0,193,232,151
"204","RSM00028900",NA,NA,1936-07-21,1,172,204,158
"205","RSM00028900",NA,NA,1936-07-22,132,208,268,151
"206","RSM00028900",NA,NA,1936-07-23,30,230,307,173
"207","RSM00028900",NA,NA,1936-07-24,0,229,287,188
"208","RSM00028900",NA,NA,1936-07-25,28,237,290,187
"209","RSM00028900",NA,NA,1936-07-26,0,260,300,201
"210","RSM00028900",NA,NA,1936-07-27,0,257,312,191
"211","RSM00028900",NA,NA,1936-07-28,0,231,287,171
"212","RSM00028900",NA,NA,1936-07-29,0,235,280,166
"213","RSM00028900",NA,NA,1936-07-30,0,250,310,181
"214","RSM00028900",NA,NA,1936-07-31,0,269,332,201
"215","RSM00028900",NA,NA,1936-08-01,0,290,353,225
"216","RSM00028900",NA,NA,1936-08-02,0,292,364,216
"217","RSM00028900",NA,NA,1936-08-03,0,279,330,230
"218","RSM00028900",NA,NA,1936-08-04,0,252,309,180
"219","RSM00028900",NA,NA,1936-08-05,0,268,334,195
"220","RSM00028900",NA,NA,1936-08-06,0,288,350,203
"221","RSM00028900",NA,NA,1936-08-07,0,282,357,225
"222","RSM00028900",NA,NA,1936-08-08,0,270,347,184
"223","RSM00028900",NA,NA,1936-08-09,0,242,313,187
"224","RSM00028900",NA,NA,1936-08-10,0,218,271,166
"225","RSM00028900",NA,NA,1936-08-11,0,205,257,150
"226","RSM00028900",NA,NA,1936-08-12,0,202,246,158
"227","RSM00028900",NA,NA,1936-08-13,0,222,283,176
"228","RSM00028900",NA,NA,1936-08-14,0,270,350,197
"229","RSM00028900",NA,NA,1936-08-15,21,252,331,192
"230","RSM00028900",NA,NA,1936-08-16,0,229,286,176
"231","RSM00028900",NA,NA,1936-08-17,58,205,256,167
"232","RSM00028900",NA,NA,1936-08-18,23,158,212,130
"233","RSM00028900",NA,NA,1936-08-19,0,156,193,118
"234","RSM00028900",NA,NA,1936-08-20,0,169,222,111
"235","RSM00028900",NA,NA,1936-08-21,0,204,254,141
"236","RSM00028900",NA,NA,1936-08-22,0,182,238,125
"237","RSM00028900",NA,NA,1936-08-23,0,160,226,101
"238","RSM00028900",NA,NA,1936-08-24,0,124,182,64
"239","RSM00028900",NA,NA,1936-08-25,0,132,206,66
"240","RSM00028900",NA,NA,1936-08-26,0,147,216,79
"241","RSM00028900",NA,NA,1936-08-27,0,161,207,134
"242","RSM00028900",NA,NA,1936-08-28,0,163,211,101
"243","RSM00028900",NA,NA,1936-08-29,0,154,223,89
"244","RSM00028900",NA,NA,1936-08-30,23,161,232,99
"245","RSM00028900",NA,NA,1936-08-31,0,134,185,97
"246","RSM00028900",NA,NA,1936-09-01,0,146,230,61
"247","RSM00028900",NA,NA,1936-09-02,92,161,209,136
"248","RSM00028900",NA,NA,1936-09-03,3,124,175,88
"249","RSM00028900",NA,NA,1936-09-04,70,115,158,92
"250","RSM00028900",NA,NA,1936-09-05,7,112,150,89
"251","RSM00028900",NA,NA,1936-09-06,15,117,146,92
"252","RSM00028900",NA,NA,1936-09-07,0,118,157,94
"253","RSM00028900",NA,NA,1936-09-08,0,130,210,56
"254","RSM00028900",NA,NA,1936-09-09,0,165,234,100
"255","RSM00028900",NA,NA,1936-09-10,8,184,227,144
"256","RSM00028900",NA,NA,1936-09-11,106,102,186,81
"257","RSM00028900",NA,NA,1936-09-12,9,102,211,62
"258","RSM00028900",NA,NA,1936-09-13,0,98,139,75
"259","RSM00028900",NA,NA,1936-09-14,3,78,99,61
"260","RSM00028900",NA,NA,1936-09-15,33,77,90,65
"261","RSM00028900",NA,NA,1936-09-16,0,66,90,51
"262","RSM00028900",NA,NA,1936-09-17,3,67,151,5
"263","RSM00028900",NA,NA,1936-09-18,0,66,100,38
"264","RSM00028900",NA,NA,1936-09-19,0,65,140,12
"265","RSM00028900",NA,NA,1936-09-20,0,108,182,46
"266","RSM00028900",NA,NA,1936-09-21,46,97,149,69
"267","RSM00028900",NA,NA,1936-09-22,1,82,125,55
"268","RSM00028900",NA,NA,1936-09-23,0,120,200,47
"269","RSM00028900",NA,NA,1936-09-24,0,136,173,118
"270","RSM00028900",NA,NA,1936-09-25,0,118,170,76
"271","RSM00028900",NA,NA,1936-09-26,0,117,183,65
"272","RSM00028900",NA,NA,1936-09-27,0,139,211,74
"273","RSM00028900",NA,NA,1936-09-28,0,148,243,71
"274","RSM00028900",NA,NA,1936-09-29,0,178,258,83
"275","RSM00028900",NA,NA,1936-09-30,6,174,258,85
"276","RSM00028900",NA,NA,1936-10-01,0,162,209,111
"277","RSM00028900",NA,NA,1936-10-02,0,186,260,105
"278","RSM00028900",NA,NA,1936-10-03,38,135,201,111
"279","RSM00028900",NA,NA,1936-10-04,261,73,118,55
"280","RSM00028900",NA,NA,1936-10-05,7,52,66,33
"281","RSM00028900",NA,NA,1936-10-06,0,50,88,37
"282","RSM00028900",NA,NA,1936-10-07,0,26,72,-2
"283","RSM00028900",NA,NA,1936-10-08,3,70,137,12
"284","RSM00028900",NA,NA,1936-10-09,271,82,108,45
"285","RSM00028900",NA,NA,1936-10-10,109,21,46,16
"286","RSM00028900",NA,NA,1936-10-11,1,39,87,18
"287","RSM00028900",NA,NA,1936-10-12,0,6,22,-11
"288","RSM00028900",NA,NA,1936-10-13,81,-6,10,-21
"289","RSM00028900",NA,NA,1936-10-14,1,-8,12,-23
"290","RSM00028900",NA,NA,1936-10-15,30,28,52,1
"291","RSM00028900",NA,NA,1936-10-16,10,42,75,17
"292","RSM00028900",NA,NA,1936-10-17,0,57,87,32
"293","RSM00028900",NA,NA,1936-10-18,59,23,50,-3
"294","RSM00028900",NA,NA,1936-10-19,37,38,61,11
"295","RSM00028900",NA,NA,1936-10-20,33,64,88,47
"296","RSM00028900",NA,NA,1936-10-21,124,54,99,25
"297","RSM00028900",NA,NA,1936-10-22,5,43,110,1
"298","RSM00028900",NA,NA,1936-10-23,2,-1,26,-27
"299","RSM00028900",NA,NA,1936-10-24,0,8,33,-11
"300","RSM00028900",NA,NA,1936-10-25,0,19,37,-2
"301","RSM00028900",NA,NA,1936-10-26,1,33,63,10
"302","RSM00028900",NA,NA,1936-10-27,0,-1,37,-17
"303","RSM00028900",NA,NA,1936-10-28,2,-18,4,-27
"304","RSM00028900",NA,NA,1936-10-29,0,-22,-12,-28
"305","RSM00028900",NA,NA,1936-10-30,0,-30,-22,-36
"306","RSM00028900",NA,NA,1936-10-31,0,-26,10,-57
"307","RSM00028900",NA,NA,1936-11-01,0,26,63,-8
"308","RSM00028900",NA,NA,1936-11-02,0,34,79,0
"309","RSM00028900",NA,NA,1936-11-03,2,26,52,-13
"310","RSM00028900",NA,NA,1936-11-04,7,57,70,42
"311","RSM00028900",NA,NA,1936-11-05,0,38,65,18
"312","RSM00028900",NA,NA,1936-11-06,0,19,33,-2
"313","RSM00028900",NA,NA,1936-11-07,0,16,31,6
"314","RSM00028900",NA,NA,1936-11-08,0,18,48,5
"315","RSM00028900",NA,NA,1936-11-09,10,17,52,-18
"316","RSM00028900",NA,NA,1936-11-10,0,55,83,34
"317","RSM00028900",NA,NA,1936-11-11,2,46,77,20
"318","RSM00028900",NA,NA,1936-11-12,0,54,73,35
"319","RSM00028900",NA,NA,1936-11-13,4,58,76,30
"320","RSM00028900",NA,NA,1936-11-14,0,30,75,24
"321","RSM00028900",NA,NA,1936-11-15,1,21,36,11
"322","RSM00028900",NA,NA,1936-11-16,5,32,50,20
"323","RSM00028900",NA,NA,1936-11-17,13,10,50,-7
"324","RSM00028900",NA,NA,1936-11-18,200,-10,21,-28
"325","RSM00028900",NA,NA,1936-11-19,11,9,61,-9
"326","RSM00028900",NA,NA,1936-11-20,2,-64,-5,-87
"327","RSM00028900",NA,NA,1936-11-21,1,-90,-73,-118
"328","RSM00028900",NA,NA,1936-11-22,0,-60,-33,-93
"329","RSM00028900",NA,NA,1936-11-23,0,-78,-52,-116
"330","RSM00028900",NA,NA,1936-11-24,0,-53,-36,-78
"331","RSM00028900",NA,NA,1936-11-25,0,-61,-43,-83
"332","RSM00028900",NA,NA,1936-11-26,0,-98,-76,-130
"333","RSM00028900",NA,NA,1936-11-27,0,-105,-55,-143
"334","RSM00028900",NA,NA,1936-11-28,0,-94,-37,-135
"335","RSM00028900",NA,NA,1936-11-29,0,-114,-76,-144
"336","RSM00028900",NA,NA,1936-11-30,10,-66,-28,-113
"337","RSM00028900",NA,NA,1936-12-01,17,-30,-14,-43
"338","RSM00028900",NA,NA,1936-12-02,1,-15,8,-39
"339","RSM00028900",NA,NA,1936-12-03,0,9,16,3
"340","RSM00028900",NA,NA,1936-12-04,0,-15,12,-36
"341","RSM00028900",NA,NA,1936-12-05,0,-30,-5,-53
"342","RSM00028900",NA,NA,1936-12-06,0,-32,4,-73
"343","RSM00028900",NA,NA,1936-12-07,0,2,25,-24
"344","RSM00028900",NA,NA,1936-12-08,0,-31,5,-61
"345","RSM00028900",NA,NA,1936-12-09,1,-79,-50,-92
"346","RSM00028900",NA,NA,1936-12-10,4,-97,-82,-108
"347","RSM00028900",NA,NA,1936-12-11,1,-64,-33,-103
"348","RSM00028900",NA,NA,1936-12-12,1,-20,3,-50
"349","RSM00028900",NA,NA,1936-12-13,0,-9,4,-20
"350","RSM00028900",NA,NA,1936-12-14,0,-44,-13,-56
"351","RSM00028900",NA,NA,1936-12-15,0,-52,-43,-59
"352","RSM00028900",NA,NA,1936-12-16,1,-77,-52,-89
"353","RSM00028900",NA,NA,1936-12-17,0,-86,-67,-97
"354","RSM00028900",NA,NA,1936-12-18,0,-82,-64,-105
"355","RSM00028900",NA,NA,1936-12-19,1,-64,-52,-83
"356","RSM00028900",NA,NA,1936-12-20,0,-48,-35,-65
"357","RSM00028900",NA,NA,1936-12-21,1,-42,-31,-52
"358","RSM00028900",NA,NA,1936-12-22,0,-18,0,-34
"359","RSM00028900",NA,NA,1936-12-23,0,0,7,-11
"360","RSM00028900",NA,NA,1936-12-24,10,-10,7,-19
"361","RSM00028900",NA,NA,1936-12-25,2,-24,-5,-39
"362","RSM00028900",NA,NA,1936-12-26,3,-7,12,-15
"363","RSM00028900",NA,NA,1936-12-27,0,-94,-8,-125
"364","RSM00028900",NA,NA,1936-12-28,0,-113,-68,-135
"365","RSM00028900",NA,NA,1936-12-29,33,-57,-41,-72
"366","RSM00028900",NA,NA,1936-12-30,20,-122,-52,-194
"367","RSM00028900",NA,NA,1936-12-31,0,-211,-192,-225
"368","RSM00028900",NA,NA,1937-01-01,1,-169,-89,-236
"369","RSM00028900",NA,NA,1937-01-02,1,-19,9,-92
"370","RSM00028900",NA,NA,1937-01-03,0,-24,4,-39
"371","RSM00028900",NA,NA,1937-01-04,0,-39,-6,-68
"372","RSM00028900",NA,NA,1937-01-05,1,-66,-51,-86
"373","RSM00028900",NA,NA,1937-01-06,6,-56,-45,-69
"374","RSM00028900",NA,NA,1937-01-07,2,-64,-41,-76
"375","RSM00028900",NA,NA,1937-01-08,0,-106,-68,-124
"376","RSM00028900",NA,NA,1937-01-09,2,-89,-62,-118
"377","RSM00028900",NA,NA,1937-01-10,1,-164,-79,-192
"378","RSM00028900",NA,NA,1937-01-11,0,-212,-168,-234
"379","RSM00028900",NA,NA,1937-01-12,0,-179,-138,-225
"380","RSM00028900",NA,NA,1937-01-13,0,-204,-157,-234
"381","RSM00028900",NA,NA,1937-01-14,8,-146,-125,-212
"382","RSM00028900",NA,NA,1937-01-15,1,-84,-68,-137
"383","RSM00028900",NA,NA,1937-01-16,0,-111,-67,-140
"384","RSM00028900",NA,NA,1937-01-17,0,-164,-114,-192
"385","RSM00028900",NA,NA,1937-01-18,0,-144,-85,-188
"386","RSM00028900",NA,NA,1937-01-19,0,-162,-120,-191
"387","RSM00028900",NA,NA,1937-01-20,0,-193,-168,-219
"388","RSM00028900",NA,NA,1937-01-21,0,-173,-155,-217
"389","RSM00028900",NA,NA,1937-01-22,1,-147,-142,-164
"390","RSM00028900",NA,NA,1937-01-23,0,-168,-148,-191
"391","RSM00028900",NA,NA,1937-01-24,0,-190,-163,-239
"392","RSM00028900",NA,NA,1937-01-25,0,-183,-118,-222
"393","RSM00028900",NA,NA,1937-01-26,1,-203,-160,-257
"394","RSM00028900",NA,NA,1937-01-27,18,-152,-137,-182
"395","RSM00028900",NA,NA,1937-01-28,0,-214,-178,-242
"396","RSM00028900",NA,NA,1937-01-29,2,-237,-207,-263
"397","RSM00028900",NA,NA,1937-01-30,0,-264,-245,-291
"398","RSM00028900",NA,NA,1937-01-31,0,-272,-256,-293
"399","RSM00028900",NA,NA,1937-02-01,0,-237,-188,-267
"400","RSM00028900",NA,NA,1937-02-02,0,-197,-146,-252
"401","RSM00028900",NA,NA,1937-02-03,0,-129,-116,-157
"402","RSM00028900",NA,NA,1937-02-04,1,-184,-150,-207
"403","RSM00028900",NA,NA,1937-02-05,5,-186,-166,-212
"404","RSM00028900",NA,NA,1937-02-06,5,-160,-121,-202
"405","RSM00028900",NA,NA,1937-02-07,3,-63,-25,-124
"406","RSM00028900",NA,NA,1937-02-08,77,2,5,-27
"407","RSM00028900",NA,NA,1937-02-09,5,-49,1,-97
"408","RSM00028900",NA,NA,1937-02-10,2,-88,-32,-128
"409","RSM00028900",NA,NA,1937-02-11,0,-148,-108,-175
"410","RSM00028900",NA,NA,1937-02-12,0,-164,-131,-214
"411","RSM00028900",NA,NA,1937-02-13,0,-127,-101,-168
"412","RSM00028900",NA,NA,1937-02-14,0,-122,-81,-168
"413","RSM00028900",NA,NA,1937-02-15,0,-77,-70,-87
"414","RSM00028900",NA,NA,1937-02-16,1,-90,-53,-125
"415","RSM00028900",NA,NA,1937-02-17,9,-101,-60,-124
"416","RSM00028900",NA,NA,1937-02-18,0,-128,-115,-147
"417","RSM00028900",NA,NA,1937-02-19,0,-122,-88,-142
"418","RSM00028900",NA,NA,1937-02-20,0,-129,-78,-169
"419","RSM00028900",NA,NA,1937-02-21,0,-157,-97,-200
"420","RSM00028900",NA,NA,1937-02-22,0,-152,-94,-215
"421","RSM00028900",NA,NA,1937-02-23,0,-139,-86,-180
"422","RSM00028900",NA,NA,1937-02-24,0,-146,-89,-193
"423","RSM00028900",NA,NA,1937-02-25,1,-140,-80,-190
"424","RSM00028900",NA,NA,1937-02-26,0,-138,-93,-183
"425","RSM00028900",NA,NA,1937-02-27,0,-135,-104,-167
"426","RSM00028900",NA,NA,1937-02-28,0,-111,-54,-153
"427","RSM00028900",NA,NA,1937-03-01,0,-98,-39,-146
"428","RSM00028900",NA,NA,1937-03-02,0,-140,-87,-199
"429","RSM00028900",NA,NA,1937-03-03,0,-156,-108,-181
